Ticker,Company Name,Weighted Sharpe,Weighted Sortino,1-Year ROC %,Weighted ROC %,Sharpe + ROC Blend,Sortino + ROC Blend,Master Blend,1-Year Max Drawdown %,Last Close,200-Day MA,Trend Check,Alpha (1Y),Beta (1Y),Dist. from 52W High %,Avg Turnover (Cr),14-Day RSI
MARATHON,Marathon Nextgen Realty Limited,0.3,0.53,-28.67,-0.01,0.15,0.27,0.28,-48.48,435.45,453.26,Fail (Down),-17.37,1.41,-35.32,8.23,46.24
MARICO,Marico Limited,0.46,0.48,9.76,5.21,0.49,0.5,0.49,-10.5,802.1,790.14,Pass (Up),13.84,0.5,-9.4,161.18,52.09
MARINE,Marine Electricals (India) Limited,3.38,4.28,119.13,99.07,6.64,7.1,5.86,-39.94,419.15,240.42,Pass (Up),101.95,1.59,-3.04,34.59,57.88
MARKOLINES,Markolines Pavement Technologies Limited,0.46,0.45,-7.09,6.01,0.53,0.53,0.5,-27.31,170.86,161.4,Pass (Up),2.42,0.7,-9.34,5.65,48.84
MARKSANS,Marksans Pharma Limited,2.42,3.51,89.61,66.18,4.52,5.07,4.18,-20.33,329.4,218.2,Pass (Up),80.02,1.03,-1.94,100.03,58.04
MARUTI,Maruti Suzuki India Limited,-0.86,-0.84,-17.03,-10.33,-0.95,-0.94,-0.91,-28.83,12400.0,14077.04,Fail (Down),-9.88,1.09,-27.57,597.5,46.65
MASFIN,MAS Financial Services Limited,-0.29,-0.31,-5.7,-4.48,-0.37,-0.38,-0.35,-18.55,295.95,312.72,Fail (Down),4.66,1.17,-14.59,5.64,49.19
MASKINVEST,Mask Investments Limited,0.19,0.2,-6.22,-3.3,-0.07,-0.06,0.02,-45.75,145.36,148.54,Fail (Down),14.51,0.16,-35.03,0.0,49.53
MASTEK,Mastek Limited,0.03,0.07,-33.88,-4.7,-0.22,-0.2,-0.12,-46.09,1626.3,1760.01,Fail (Down),-25.93,1.32,-34.12,36.08,44.94
MASTERTR,Master Trust Limited,0.74,1.49,-39.27,5.06,0.62,1.0,0.91,-65.2,90.61,89.08,Pass (Up),-22.76,1.43,-44.04,12.36,45.1
MATRIMONY,Matrimony.Com Limited,1.74,2.77,3.08,23.63,2.05,2.57,2.29,-33.39,514.8,461.52,Pass (Up),11.52,0.49,-8.54,2.43,50.49
MAWANASUG,Mawana Sugars Limited,2.16,3.03,49.33,54.66,3.81,4.25,3.55,-19.15,134.63,97.44,Pass (Up),49.5,0.06,-11.74,4.01,55.03
MAXESTATES,Max Estates Limited,1.61,1.83,27.59,32.4,2.42,2.53,2.22,-37.98,560.45,425.64,Pass (Up),40.07,1.16,0.0,9.68,53.07
MAXHEALTH,Max Healthcare Institute Limited,0.15,0.16,-11.85,0.03,0.08,0.08,0.11,-23.07,1037.7,1037.72,Fail (Down),-5.7,0.69,-14.16,211.8,47.79
MAXIND,Max India Limited,-0.42,-0.5,-32.59,-12.57,-0.84,-0.88,-0.73,-45.18,146.0,163.58,Fail (Down),-24.12,1.24,-34.85,2.27,45.49
MAYURUNIQ,Mayur Uniquoters Ltd,0.77,1.06,44.01,24.41,1.61,1.75,1.42,-17.84,740.05,628.7,Pass (Up),51.09,1.21,-15.61,9.11,54.36
MAZDA,Mazda Limited,1.05,1.42,-4.97,20.03,1.53,1.71,1.49,-44.84,255.25,214.14,Pass (Up),12.3,1.4,-11.32,0.9,49.37
MAZDOCK,Mazagon Dock Shipbuilders Limited,-0.26,-0.3,-15.63,-4.33,-0.35,-0.37,-0.33,-30.66,2339.0,2453.71,Fail (Down),-3.99,1.44,-21.33,197.49,47.57
MBAPL,Madhya Bharat Agro Products Limited,2.8,3.54,95.88,69.87,4.89,5.26,4.44,-15.01,160.87,110.68,Pass (Up),81.45,0.91,-5.1,18.8,58.52
MBEL,M & B Engineering Limited,-1.01,-0.95,-39.23,-20.37,-1.53,-1.49,-1.33,-55.96,254.2,313.76,Fail (Down),-26.46,1.72,-50.38,5.74,45.71
MBLINFRA,MBL Infrastructure Limited,-0.94,-0.94,-46.11,-17.04,-1.32,-1.32,-1.19,-61.14,23.0,26.76,Fail (Down),-37.6,1.83,-53.13,0.08,44.78
MCL,M TEK COPPER LIMITED,0.04,0.07,24.94,4.42,0.24,0.26,0.19,-43.52,57.92,61.35,Fail (Down),37.15,0.59,-37.85,0.28,51.74
MCLEODRUSS,Mcleod Russel India Limited,-1.14,-1.19,11.26,-10.51,-1.09,-1.12,-1.13,-57.69,43.28,50.55,Fail (Down),35.71,1.74,-44.8,1.18,50.65
MCLOUD,Magellanic Cloud Limited,-0.2,-0.18,-67.08,-7.1,-0.45,-0.45,-0.36,-76.75,25.67,26.27,Fail (Down),-81.96,1.3,-69.84,22.31,39.59
MCX,Multi Commodity Exchange of India Limited,1.74,1.87,116.9,38.53,2.8,2.86,2.49,-24.5,3276.0,2671.75,Pass (Up),91.75,0.91,-4.58,752.68,57.53
MEDANTA,Global Health Limited,1.94,2.23,6.8,21.92,2.06,2.21,2.12,-31.15,1447.2,1219.11,Pass (Up),15.63,0.81,-4.09,37.59,51.03
MEDIASSIST,Medi Assist Healthcare Services Limited,-1.22,-1.14,-38.28,-13.9,-1.31,-1.27,-1.25,-48.04,316.4,377.11,Fail (Down),-33.54,1.42,-44.26,5.53,44.52
MEDICAMEQ,Medicamen Biotech Limited,1.43,1.71,-6.46,18.2,1.63,1.76,1.65,-47.14,323.05,291.21,Pass (Up),9.54,0.89,-22.33,1.17,49.33
MEDICO,Medico Remedies Limited,-0.57,-0.6,-5.77,-12.98,-0.93,-0.95,-0.82,-39.6,37.05,44.34,Fail (Down),10.35,1.02,-31.69,1.48,49.48
MEDPLUS,Medplus Health Services Limited,-1.78,-1.56,-20.55,-21.97,-1.99,-1.88,-1.85,-31.93,660.15,812.06,Fail (Down),-15.96,0.54,-30.79,15.26,46.75
MEGASTAR,Megastar Foods Limited,-0.11,-0.06,19.96,4.82,0.18,0.21,0.1,-29.31,277.5,280.62,Fail (Down),32.95,0.77,-27.61,1.02,51.68
MEIL,Mangal Electrical Industries Limited,-0.37,-0.44,-47.1,-6.12,-0.49,-0.53,-0.48,-61.26,282.1,300.19,Fail (Down),-45.87,1.63,-47.6,1.51,42.27
MENONBE,Menon Bearings Limited,3.61,4.42,124.94,117.26,7.67,8.07,6.58,-24.09,297.5,153.26,Pass (Up),99.53,1.08,-7.44,2.35,59.89
MEP,MEP Infrastructure Developers Limited,-3.83,-3.58,-56.21,-34.43,-3.64,-3.51,-3.62,-81.91,0.67,1.1,Fail (Down),-80.72,0.15,-76.24,0.01,41.37
METROBRAND,Metro Brands Limited,-0.55,-0.57,-25.56,-7.8,-0.67,-0.68,-0.63,-31.98,940.2,1030.48,Fail (Down),-21.29,0.81,-28.4,5.64,45.71
METROPOLIS,Metropolis Healthcare Limited,1.39,1.49,10.67,18.25,1.61,1.66,1.57,-20.77,585.5,509.32,Pass (Up),16.93,0.39,-2.76,16.59,51.58
MFML,Mahalaxmi Fabric Mills Limited,-1.33,-1.26,-43.02,-25.51,-1.94,-1.91,-1.71,-44.83,18.52,22.88,Fail (Down),-42.62,0.72,-43.71,0.02,44.7
MFSL,Max Financial Services Limited,-0.97,-0.98,-8.0,-9.6,-0.96,-0.97,-0.97,-21.7,1477.0,1634.73,Fail (Down),0.42,1.01,-21.02,113.51,48.76
MGEL,Mangalam Global Enterprise Limited,0.62,0.78,1.21,17.09,1.16,1.24,1.03,-45.64,15.86,13.9,Pass (Up),17.66,0.84,-11.78,0.73,50.13
MGL,Mahanagar Gas Limited,-0.02,-0.02,-14.44,-2.83,-0.15,-0.15,-0.11,-32.66,1084.3,1084.76,Fail (Down),-6.22,0.97,-18.32,29.55,47.59
MHLXMIRU,Mahalaxmi Rubtech Limited,-0.15,-0.15,-28.71,-13.82,-0.77,-0.77,-0.56,-52.75,157.24,178.49,Fail (Down),-18.63,0.66,-32.54,1.13,46.23
MHRIL,Mahindra Holidays & Resorts India Limited,-1.97,-2.01,-45.09,-25.59,-2.26,-2.28,-2.18,-45.71,196.73,256.7,Fail (Down),-52.3,0.79,-45.66,3.61,40.41
MICEL,MIC Electronics Limited,-1.02,-1.14,-50.54,-13.97,-1.21,-1.27,-1.19,-58.24,35.49,40.1,Fail (Down),-51.66,1.81,-50.54,0.96,42.23
MIDHANI,Mishra Dhatu Nigam Limited,0.94,1.03,15.36,25.52,1.75,1.79,1.51,-34.27,447.4,376.26,Pass (Up),32.5,1.47,-6.21,76.25,51.55
MIDWESTLTD,Midwest Limited,-1.59,-1.63,-10.88,-19.36,-1.76,-1.78,-1.72,-43.65,1016.4,1312.52,Fail (Down),15.01,1.5,-43.65,2.37,49.09
MINDACORP,Minda Corporation Limited,1.47,1.7,39.44,25.1,1.99,2.1,1.89,-20.78,705.45,603.43,Pass (Up),45.5,1.16,-5.34,32.82,54.54
MINDTECK,Mindteck (India) Limited,-2.2,-2.02,-27.99,-21.41,-2.17,-2.08,-2.12,-50.54,158.61,198.87,Fail (Down),-12.93,1.66,-46.17,1.06,47.35
MIRZAINT,Mirza International Limited,0.01,0.04,-8.92,-6.65,-0.33,-0.31,-0.2,-41.11,30.63,33.95,Fail (Down),9.52,1.46,-28.0,1.35,49.09
MITCON,MITCON Consultancy & Engineering Services Limited,0.98,1.08,23.52,20.7,1.53,1.58,1.38,-31.86,80.15,71.08,Pass (Up),36.45,1.01,-10.92,0.03,52.3
MITTAL,Mittal Life Style Limited,-1.46,-1.31,-48.39,-19.27,-1.69,-1.62,-1.56,-56.17,0.8,0.99,Fail (Down),-50.39,1.09,-50.62,0.06,42.27
MKPL,M K Proteins Limited,-2.35,-2.26,-44.3,-25.8,-2.47,-2.42,-2.4,-49.15,3.96,5.05,Fail (Down),-42.89,1.47,-47.96,0.06,42.81
MMFL,MM Forgings Limited,2.36,2.95,97.28,53.38,3.85,4.14,3.55,-23.97,631.7,467.35,Pass (Up),85.88,1.33,-7.13,9.88,57.23
MMP,MMP Industries Limited,3.09,5.05,70.27,88.28,5.96,6.94,5.66,-34.81,469.95,273.54,Pass (Up),70.49,1.02,-1.79,3.11,56.82
MMTC,MMTC Limited,-0.8,-0.81,-4.52,-0.13,-0.41,-0.41,-0.54,-27.36,61.92,63.23,Fail (Down),14.07,1.47,-18.56,24.41,49.5
MOBIKWIK,One Mobikwik Systems Limited,0.45,0.6,-31.06,0.86,0.27,0.34,0.38,-50.95,209.7,205.75,Pass (Up),-17.23,1.61,-33.67,38.2,45.71
MODIRUBBER,Modi Rubber Limited,0.38,0.52,5.89,6.03,0.49,0.56,0.5,-36.35,123.91,123.8,Pass (Up),24.93,0.61,-25.82,0.05,50.49
MODIS,Modis Navnirman Limited,0.77,0.9,-7.34,9.65,0.87,0.93,0.88,-26.63,365.5,345.99,Pass (Up),3.24,0.54,-12.05,3.01,48.72
MODISONLTD,MODISON LIMITED,3.88,5.44,223.91,202.03,12.04,12.82,9.84,-30.59,503.05,219.98,Pass (Up),142.64,1.16,-3.38,6.05,62.13
MODTHREAD,Modern Threads (India) Limited,0.81,1.0,-7.55,11.08,0.96,1.05,0.97,-36.83,52.92,46.35,Pass (Up),12.36,0.44,-9.24,0.07,49.29
MOHITIND,Mohit Industries Limited,0.15,0.27,-38.84,-6.76,-0.26,-0.2,-0.09,-50.58,23.23,24.57,Fail (Down),-33.53,0.77,-38.96,0.09,44.54
MOIL,MOIL Limited,-1.34,-1.43,-28.27,-16.15,-1.48,-1.52,-1.46,-36.84,244.93,301.06,Fail (Down),-20.48,1.04,-36.84,32.88,46.25
MOKSH,Moksh Ornaments Limited,-0.94,-1.1,-25.72,-16.93,-1.32,-1.4,-1.24,-45.79,10.31,12.28,Fail (Down),-17.62,0.69,-35.24,0.15,46.93
MOL,Meghmani Organics Limited,1.3,1.89,-22.82,18.99,1.6,1.89,1.69,-57.62,62.52,54.51,Pass (Up),-5.08,1.8,-27.88,11.44,46.87
MOLDTECH,Mold-Tek Technologies Limited,2.32,3.28,30.82,53.9,3.85,4.34,3.66,-51.44,207.39,141.41,Pass (Up),46.94,1.25,-4.08,2.87,52.93
MOLDTKPAC,Mold-Tek Packaging Limited,0.48,0.65,-16.87,12.31,0.86,0.94,0.79,-43.08,676.45,615.9,Pass (Up),-6.64,0.87,-17.9,6.44,47.49
MONARCH,Monarch Networth Capital Limited,1.55,1.99,15.01,23.24,1.94,2.16,1.96,-28.23,373.95,318.85,Pass (Up),26.0,1.17,-5.71,8.19,52.22
MONEYBOXX,Moneyboxx Finance Limited,-1.86,-1.61,-48.49,-40.47,-2.96,-2.83,-2.51,-56.74,40.86,64.01,Fail (Down),-49.4,1.26,-52.42,0.3,44.22
MONTECARLO,Monte Carlo Fashions Limited,0.21,0.2,-7.58,-1.1,0.05,0.04,0.1,-44.07,555.45,574.0,Fail (Down),4.37,1.14,-33.47,2.98,49.01
MORARJEE,Morarjee Textiles Limited,1.54,1.13,2.44,26.04,2.07,1.87,1.76,-38.51,9.22,8.22,Pass (Up),17.63,0.33,-25.65,0.01,50.23
MOREPENLAB,Morepen Laboratories Limited,3.72,6.34,113.85,159.14,9.82,11.13,8.66,-37.79,115.78,51.65,Pass (Up),101.19,1.54,-2.61,168.93,60.01
MOSCHIP,Moschip Technologies Limited,0.36,0.4,-17.29,6.07,0.48,0.5,0.46,-47.76,210.29,202.36,Pass (Up),1.57,1.58,-25.9,75.92,48.18
MOTHERSON,Samvardhana Motherson International Limited,1.79,2.44,64.15,32.82,2.54,2.86,2.5,-22.1,164.45,133.08,Pass (Up),65.54,1.55,-3.65,284.61,56.6
MOTILALOFS,Motilal Oswal Financial Services Limited,1.41,1.54,13.12,24.77,1.95,2.01,1.81,-41.97,1026.5,850.11,Pass (Up),30.63,1.77,-5.18,105.66,51.54
MOTISONS,Motisons Jewellers Limited,0.86,1.29,-13.88,10.06,0.93,1.15,1.05,-44.63,15.95,14.1,Pass (Up),6.42,1.61,-18.46,68.44,48.21
MOTOGENFIN,The Motor & General Finance Limited,0.12,0.19,-3.25,5.0,0.31,0.34,0.27,-36.79,25.59,24.75,Pass (Up),15.64,1.25,-18.43,0.07,49.64
MPHASIS,MphasiS Limited,0.15,0.17,-19.45,-1.73,-0.01,-0.0,0.05,-31.77,2295.0,2393.42,Fail (Down),-12.69,0.95,-21.46,131.16,46.75
MPSLTD,MPS Limited,2.14,3.25,20.66,47.3,3.43,3.99,3.37,-41.11,2608.5,1970.92,Pass (Up),32.13,0.59,-11.01,18.3,52.39
MRF,MRF Limited,-0.26,-0.28,-12.26,-5.58,-0.41,-0.42,-0.37,-24.46,128290.0,136182.19,Fail (Down),-5.73,0.83,-20.81,72.36,47.57
MRPL,Mangalore Refinery and Petrochemicals Limited,0.59,0.79,40.72,7.37,0.66,0.76,0.71,-29.89,175.86,165.78,Pass (Up),52.51,0.93,-14.95,248.26,52.81
MSPL,MSP Steel & Power Limited,-0.61,-0.67,-5.06,-7.2,-0.66,-0.69,-0.67,-34.95,33.96,35.77,Fail (Down),10.36,1.29,-24.11,4.77,49.48
MSTCLTD,Mstc Limited,1.3,1.73,39.54,43.38,2.82,3.04,2.46,-32.79,738.55,524.44,Pass (Up),53.07,1.3,-6.0,40.87,53.77
MSUMI,Motherson Sumi Wiring India Limited,-0.42,-0.47,-25.6,-8.97,-0.66,-0.68,-0.6,-31.05,36.3,40.84,Fail (Down),-20.19,1.03,-29.25,54.38,45.83
MTARTECH,Mtar Technologies Limited,1.66,1.92,377.29,113.62,6.51,6.64,4.98,-37.98,7312.5,5069.25,Pass (Up),187.78,1.53,-12.68,312.43,58.33
MTEDUCARE,MT Educare Limited,0.31,0.29,-10.34,2.59,0.28,0.28,0.29,-44.8,1.82,1.7,Pass (Up),2.93,0.4,-24.79,0.01,49.09
MTNL,Mahanagar Telephone Nigam Limited,-1.76,-1.77,-44.33,-20.09,-1.89,-1.89,-1.85,-52.53,24.74,30.22,Fail (Down),-40.48,1.89,-45.3,3.12,42.42
MUFIN,Mufin Green Finance Limited,1.58,2.04,48.01,21.49,1.86,2.09,1.92,-22.19,134.76,119.51,Pass (Up),53.84,1.18,-3.4,14.27,54.96
MUFTI,Credo Brands Marketing Limited,-1.04,-1.15,-36.95,-16.6,-1.35,-1.4,-1.28,-46.16,72.78,83.55,Fail (Down),-32.37,1.24,-37.22,0.85,44.33
MUKANDLTD,Mukand Limited,0.89,0.96,4.43,9.77,0.93,0.97,0.94,-20.08,139.48,131.35,Pass (Up),14.92,0.96,-4.36,2.11,50.59
MUKKA,Mukka Proteins Limited,1.8,2.6,11.74,33.39,2.57,2.97,2.58,-35.78,32.17,23.76,Pass (Up),25.61,1.15,0.0,2.08,51.63
MUKTAARTS,Mukta Arts Limited,0.16,0.21,-12.65,0.71,0.11,0.14,0.15,-47.26,58.57,57.01,Pass (Up),5.5,1.17,-17.2,0.03,48.71
MUNJALAU,Munjal Auto Industries Limited,1.05,1.6,18.83,26.25,1.84,2.11,1.76,-37.86,106.64,87.94,Pass (Up),37.06,1.36,-10.75,28.77,51.87
MUNJALSHOW,Munjal Showa Limited,0.42,0.46,-6.73,4.08,0.41,0.43,0.43,-24.38,127.66,124.89,Pass (Up),2.37,0.96,-9.79,0.77,48.82
MURUDCERA,Murudeshwar Ceramics Limited,-0.47,-0.53,-34.26,-8.27,-0.65,-0.68,-0.61,-44.33,29.78,32.25,Fail (Down),-32.37,0.95,-34.45,0.07,43.25
MUTHOOTCAP,Muthoot Capital Services Limited,0.74,0.9,-18.33,3.79,0.56,0.64,0.67,-39.21,226.85,228.66,Fail (Down),-7.31,1.14,-22.93,0.49,47.37
MUTHOOTFIN,Muthoot Finance Limited,-0.89,-0.91,-2.14,-15.4,-1.22,-1.23,-1.12,-31.18,2792.1,3356.39,Fail (Down),12.48,1.3,-31.18,322.63,49.77
MUTHOOTMF,Muthoot Microfin Limited,0.46,0.55,17.79,12.96,0.88,0.92,0.77,-25.88,196.48,191.15,Pass (Up),35.83,1.61,-23.19,19.91,51.56
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,1.35,1.89,0.52,22.41,1.8,2.07,1.83,-35.42,197.37,165.52,Pass (Up),14.72,1.04,-8.05,3.6,50.07
MWL,Mangalam Worldwide Limited,1.76,2.61,87.47,37.48,2.75,3.18,2.71,-15.96,40.6,32.23,Pass (Up),74.47,0.61,-5.67,4.81,58.39
NACLIND,NACL Industries Limited,0.2,0.24,-35.93,2.48,0.22,0.24,0.23,-54.08,157.62,166.83,Fail (Down),-23.12,1.08,-37.56,36.86,46.44
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,-5.31,-2.82,-63.28,-51.55,-5.23,-3.99,-4.43,-64.15,1.95,3.81,Fail (Down),-92.71,0.71,-64.15,0.02,38.45
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,-0.28,-0.28,-1.31,-7.16,-0.5,-0.5,-0.43,-48.09,24.9,26.17,Fail (Down),21.94,1.1,-38.12,0.02,49.9
NAGREEKEXP,Nagreeka Exports Limited,-0.59,-0.68,-11.32,-13.01,-0.95,-0.99,-0.86,-54.28,22.4,25.0,Fail (Down),8.79,1.23,-43.73,0.13,48.97
NAHARCAP,Nahar Capital and Financial Services Limited,0.58,0.63,-9.58,4.97,0.54,0.57,0.57,-33.57,258.9,246.64,Pass (Up),2.65,1.51,-11.19,0.1,48.38
NAHARINDUS,Nahar Industrial Enterprises Limited,1.25,1.71,16.15,25.69,1.91,2.14,1.84,-32.39,131.62,110.9,Pass (Up),29.98,1.22,-10.83,0.5,51.97
NAHARPOLY,Nahar Poly Films Limited,-0.11,-0.09,-19.45,-5.67,-0.34,-0.33,-0.26,-35.39,231.87,245.02,Fail (Down),-3.87,1.45,-25.87,0.47,47.63
NAHARSPING,Nahar Spinning Mills Limited,1.34,1.54,27.06,27.03,2.02,2.12,1.86,-31.38,273.1,235.34,Pass (Up),38.48,1.23,-16.69,1.04,53.06
NAM-INDIA,Nippon Life India Asset Management Limited,1.38,1.64,48.5,27.6,2.07,2.2,1.92,-18.62,1189.6,1008.32,Pass (Up),57.88,1.72,-4.91,122.84,54.39
NARMADA,Narmada Agrobase Limited,-0.3,-0.34,29.84,-1.22,-0.21,-0.23,-0.25,-38.11,14.38,15.72,Fail (Down),45.35,0.9,-33.98,4.43,51.94
NATCAPSUQ,Natural Capsules Limited,1.04,1.59,0.41,17.95,1.42,1.69,1.48,-49.43,189.39,163.48,Pass (Up),19.64,0.4,-31.61,0.49,50.04
NATCOPHARM,Natco Pharma Limited,-0.5,-0.48,-3.38,-8.5,-0.68,-0.66,-0.61,-32.28,815.35,946.93,Fail (Down),9.16,1.07,-32.28,46.03,49.61
NATHBIOGEN,Nath Bio-Genes (India) Limited,-0.47,-0.42,-11.63,-4.99,-0.49,-0.46,-0.46,-27.26,147.78,154.86,Fail (Down),-1.18,0.86,-23.6,0.29,48.5
NATIONALUM,National Aluminium Company Limited,0.4,0.38,76.43,12.56,0.83,0.82,0.68,-24.39,361.0,364.47,Fail (Down),70.12,0.58,-17.62,309.75,54.71
NAUKRI,Info Edge (India) Limited,1.52,2.59,-8.18,16.42,1.58,2.11,1.92,-34.43,1250.8,1146.38,Pass (Up),0.5,0.78,-11.15,266.85,48.64
NAVA,NAVA LIMITED,-0.49,-0.54,-20.47,-5.91,-0.54,-0.57,-0.54,-29.07,551.85,580.77,Fail (Down),-10.09,1.31,-23.74,16.56,46.95
NAVINFLUOR,Navin Fluorine International Limited,1.83,2.62,79.79,34.4,2.63,3.03,2.63,-12.45,8543.5,6853.58,Pass (Up),71.37,0.84,-2.64,162.57,57.4
NAVKARCORP,Navkar Corporation Limited,-0.21,-0.21,-25.29,-5.5,-0.38,-0.38,-0.32,-41.95,93.58,98.31,Fail (Down),-14.56,1.32,-27.21,7.62,46.51
NAVKARURB,Navkar Urbanstructure Limited,-1.44,-1.36,-65.0,-26.45,-2.04,-2.0,-1.82,-74.95,0.87,1.11,Fail (Down),-86.92,1.12,-69.74,0.08,41.46
NAVNETEDUL,Navneet Education Limited,-0.91,-0.94,-15.64,-6.47,-0.78,-0.79,-0.83,-25.16,127.85,140.88,Fail (Down),-5.01,1.14,-20.88,2.95,47.78
NAZARA,Nazara Technologies Limited,2.51,3.89,36.1,42.1,3.36,4.05,3.53,-24.79,370.3,283.33,Pass (Up),44.3,0.94,-1.16,81.44,54.41
NBCC,NBCC (India) Limited,-1.95,-1.83,-22.33,-17.17,-1.83,-1.78,-1.83,-36.73,82.9,97.35,Fail (Down),-10.21,1.61,-31.87,77.44,47.18
NBIFIN,N. B. I. Industrial Finance Company Limited,0.5,0.85,-21.23,1.53,0.32,0.5,0.5,-42.71,2020.0,2019.46,Pass (Up),-12.15,0.94,-26.89,0.6,46.56
NCC,NCC Limited,-0.47,-0.52,-31.27,-7.96,-0.63,-0.66,-0.6,-39.66,140.94,148.84,Fail (Down),-25.86,1.33,-34.05,31.32,44.27
NCLIND,NCL Industries Limited,-0.45,-0.48,-15.07,-6.85,-0.57,-0.58,-0.54,-29.81,175.05,181.48,Fail (Down),-8.47,0.79,-16.14,1.04,47.25
NDGL,Naga Dhunseri Group Limited,0.26,0.31,-28.94,-0.45,0.11,0.13,0.18,-45.29,2692.2,2693.12,Fail (Down),-22.76,0.73,-32.55,0.09,45.49
NDL,Nandan Denim Limited,0.65,0.94,-18.05,9.86,0.82,0.96,0.86,-49.17,2.86,2.68,Pass (Up),-1.11,1.41,-20.99,0.4,47.22
NDLVENTURE,NDL Ventures Limited,0.33,0.44,41.17,14.04,0.87,0.92,0.72,-13.62,125.43,114.61,Pass (Up),46.19,0.5,-6.67,0.29,54.17
NDRAUTO,Ndr Auto Components Limited,-1.18,-1.31,-35.12,-11.52,-1.16,-1.23,-1.21,-47.57,692.85,774.81,Fail (Down),-27.78,1.6,-40.23,2.34,44.97
NDTV,New Delhi Television Limited,-0.91,-1.09,-42.6,-13.31,-1.12,-1.21,-1.11,-55.0,72.02,80.66,Fail (Down),-38.86,1.53,-45.33,1.83,43.18
NECCLTD,North Eastern Carrying Corporation Limited,0.99,1.35,-7.01,16.37,1.31,1.5,1.33,-52.26,19.1,16.0,Pass (Up),11.29,1.38,-15.34,0.14,49.11
NECLIFE,Nectar Lifesciences Limited,-0.31,-0.34,-23.49,-11.21,-0.72,-0.73,-0.59,-58.2,11.5,13.22,Fail (Down),-7.49,1.05,-48.31,0.23,47.82
NELCAST,Nelcast Limited,-0.74,-0.8,-25.12,-14.67,-1.1,-1.13,-1.0,-40.04,108.56,121.58,Fail (Down),-8.69,1.22,-31.87,4.46,47.26
NELCO,NELCO Limited,1.64,2.05,16.01,36.25,2.63,2.84,2.44,-44.46,947.25,755.72,Pass (Up),34.32,1.51,-12.41,59.72,51.69
NEOGEN,Neogen Chemicals Limited,1.88,2.03,49.15,56.67,3.77,3.85,3.19,-38.45,2373.0,1617.2,Pass (Up),58.26,0.92,-0.67,36.82,54.59
NESCO,Nesco Limited,0.06,0.08,-29.71,-4.02,-0.17,-0.16,-0.09,-35.75,1102.2,1135.28,Fail (Down),-24.12,1.21,-29.71,5.68,44.98
NESTLEIND,Nestle India Limited,0.73,0.84,14.47,7.89,0.76,0.81,0.79,-11.96,1383.3,1350.22,Pass (Up),19.03,0.55,-10.18,275.49,52.97
NETWEB,Netweb Technologies India Limited,1.38,1.58,67.64,37.37,2.56,2.66,2.23,-30.64,5027.0,3922.05,Pass (Up),73.75,1.03,-10.25,775.37,54.02
NETWORK18,Network18 Media & Investments Limited,-1.61,-1.68,-50.87,-25.42,-2.08,-2.11,-1.94,-52.61,26.64,34.24,Fail (Down),-55.76,1.65,-52.61,14.43,40.94
NEUEON,Neueon Corporation Limited,-0.79,-0.75,129.12,16.56,0.44,0.45,0.04,-58.08,11.96,14.37,Fail (Down),93.17,-0.26,-54.18,0.07,56.15
NEULANDLAB,Neuland Laboratories Limited,2.96,4.44,51.59,58.92,4.43,5.17,4.43,-36.21,23535.0,16550.2,Pass (Up),55.41,0.95,-1.92,137.28,55.3
NEWGEN,Newgen Software Technologies Limited,0.29,0.42,-42.77,-5.5,-0.13,-0.06,0.05,-59.63,501.4,560.06,Fail (Down),-35.3,1.42,-49.12,155.45,44.08
NEXTMEDIA,Next Mediaworks Limited,-0.2,-0.19,-37.4,-18.77,-1.04,-1.04,-0.76,-50.49,3.9,4.72,Fail (Down),-23.43,1.34,-44.99,0.02,46.15
NFL,National Fertilizers Limited,-1.19,-1.14,-28.37,-11.35,-1.16,-1.14,-1.15,-34.02,68.49,75.65,Fail (Down),-22.34,1.36,-28.89,6.78,44.47
NGIL,Nakoda Group of Industries Limited,0.25,0.42,-2.65,7.65,0.51,0.59,0.48,-35.35,33.42,33.46,Fail (Down),15.21,0.99,-20.92,0.12,49.74
NGLFINE,NGL Fine-Chem Limited,0.39,0.47,86.49,31.78,1.78,1.82,1.34,-23.33,2657.2,2366.42,Pass (Up),87.82,1.37,-23.11,4.14,54.36
NH,Narayana Hrudayalaya Ltd.,0.37,0.39,7.76,4.57,0.41,0.42,0.4,-21.43,1869.2,1855.47,Pass (Up),16.34,0.79,-10.15,55.68,51.08
NHPC,NHPC Limited,0.37,0.43,-5.24,1.39,0.26,0.29,0.32,-17.13,76.38,77.34,Fail (Down),1.54,0.72,-12.0,112.76,48.99
NIACL,The New India Assurance Company Limited,1.31,1.77,3.89,27.4,2.02,2.26,1.94,-41.47,198.39,161.39,Pass (Up),21.7,1.23,-14.19,201.82,50.52
NIBE,NIBE Limited,-0.26,-0.24,8.89,4.2,0.08,0.09,-0.03,-44.57,1282.4,1234.9,Pass (Up),29.21,1.2,-30.13,15.41,50.7
NIBL,NRB Industrial Bearings Limited,0.72,0.75,21.94,9.55,0.84,0.85,0.81,-31.47,33.23,31.16,Pass (Up),44.09,1.02,-12.18,0.13,51.55
